,nombre,serving_size,kcal,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
2705,"Aderezo para ensaladas, baja calorías, César",100 g,110,4.4g,0.7g,2mg,1148.00 mg,17.4 mg,2.00 mcg,0.00 mcg,0.040 mg,0.003 mg,0.010 mg,0.010 mg,5.00 IU,1.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,0.00 mcg,0,0.03 mcg,0.000 mg,0.0 mg,0.00 IU,0.71 mg,0.71 mg,1.0 mcg,24.00 mg,0.010 mg,0.18 mg,2.00 mg,0.045 mg,19.00 mg,29.00 mg,1.6 mcg,0.11 mg,0.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.60 g,0.1 g,16.32 g,0,0,0,0,0,0,4.40 g,0.703 g,1.124 g,2.368 g,2.00 mg,0.0 g,3.50 g,0.00 mg,0.00 mg,73.20 g
2707,"Papas, sin sal, piel, horneada",100 g,198,0.1g,,0,21.00 mg,31.0 mg,22.00 mcg,0.00 mcg,3.065 mg,0.857 mg,0.106 mg,0.122 mg,10.00 IU,1.00 mcg,0.00 mcg,6.00 mcg,0.00 mcg,30.00 mcg,0,0.00 mcg,0.614 mg,13.5 mg,0.00 IU,0.04 mg,0.04 mg,1.7 mcg,34.00 mg,0.817 mg,7.04 mg,43.00 mg,0.616 mg,101.00 mg,573.00 mg,0.7 mcg,0.49 mg,4.29 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.06 g,7.9 g,1.40 g,0,0,0,0,0,0,0.10 g,0.026 g,0.002 g,0.043 g,0.00 mg,0.0 g,2.24 g,0.00 mg,0.00 mg,47.31 g
2708,"Salsa de tomate, sin sal agregada, enlatada",100 g,24,0.3g,,0,11.00 mg,9.9 mg,9.00 mcg,0.00 mcg,0.991 mg,0.309 mg,0.065 mg,0.024 mg,435.00 IU,22.00 mcg,0.00 mcg,259.00 mcg,3.00 mcg,24.00 mcg,0,0.00 mcg,0.098 mg,7.0 mg,0.00 IU,1.44 mg,1.44 mg,2.8 mcg,14.00 mg,0.115 mg,0.96 mg,15.00 mg,0.113 mg,27.00 mg,297.00 mg,0.6 mcg,0.22 mg,1.20 g,0.037 g,0.028 g,0.183 g,0.013 g,0.586 g,0.026 g,0.020 g,0,0.025 g,0.034 g,0.037 g,0.008 g,0.036 g,0.021 g,0.035 g,0.037 g,0.009 g,0.018 g,0.025 g,5.31 g,1.5 g,3.56 g,1.67 g,0.00 g,1.82 g,0.00 g,0.00 g,0.07 g,0.30 g,0.041 g,0.044 g,0.121 g,0.00 mg,0.0 g,1.92 g,0.00 mg,0.00 mg,91.28 g
2717," tamales de queso, mexicano",100 g,216,12g,4g,30mg,503.00 mg,0,12.00 mcg,0,1.928 mg,0.443 mg,0.132 mg,0.068 mg,731.00 IU,124.00 mcg,13.00 mcg,189.00 mcg,68.00 mcg,102.00 mcg,0,0.29 mcg,0.136 mg,0,0,1.74 mg,1.74 mg,0,111.00 mg,0.060 mg,0.87 mg,30.00 mg,0.156 mg,161.00 mg,176.00 mg,12.1 mcg,1.31 mg,8.99 g,0.480 g,0.490 g,0.730 g,0.120 g,1.550 g,0.330 g,0.260 g,0.000 g,0.400 g,0.880 g,0.710 g,0.230 g,0.550 g,0.840 g,0.430 g,0.370 g,0.110 g,0.300 g,0.470 g,17.97 g,2.2 g,1.23 g,0.35 g,0.00 g,0.46 g,0.41 g,0.00 g,0.00 g,11.99 g,3.983 g,3.822 g,2.967 g,30.00 mg,0,1.96 g,0,0,59.10 g
2723,"Queso, grasa reducida, rallada seca, parmesano",100 g,265,20g,13g,88mg,1529.00 mg,20.7 mg,10.00 mcg,0.00 mcg,0.114 mg,0.325 mg,0.486 mg,0.029 mg,605.00 IU,160.00 mcg,0.00 mcg,51.00 mcg,0.00 mcg,0.00 mcg,0,2.26 mcg,0.049 mg,0.0 mg,15.00 IU,0.17 mg,0.17 mg,1.7 mcg,1109.00 mg,0.238 mg,0.90 mg,38.00 mg,0.085 mg,729.00 mg,125.00 mg,17.7 mcg,3.87 mg,20.00 g,0.956 g,1.324 g,1.963 g,0.028 g,7.279 g,0.598 g,0.752 g,0,1.200 g,2.983 g,2.459 g,0.369 g,1.604 g,3.231 g,1.614 g,1.519 g,0.240 g,1.968 g,1.498 g,1.37 g,0.0 g,0.00 g,0,0,0,0,0,0,20.00 g,13.317 g,6.098 g,0.462 g,88.00 mg,0.0 g,8.03 g,0.00 mg,0.00 mg,50.60 g
2724,"Arroz, desintegrado, crudo, grano corto, blanco",100 g,358,0.5g,0.1g,0,1.00 mg,0,6.00 mcg,0.00 mcg,1.600 mg,1.287 mg,0.048 mg,0.070 mg,0,0,0,0,0,0,0,0.00 mcg,0.171 mg,0.0 mg,0.00 IU,0,0,0,3.00 mg,0.210 mg,0.80 mg,23.00 mg,1.037 mg,95.00 mg,76.00 mg,0,1.10 mg,6.50 g,0.377 g,0.542 g,0.611 g,0.133 g,1.268 g,0.296 g,0.153 g,0,0.281 g,0.538 g,0.235 g,0.153 g,0.348 g,0.306 g,0.342 g,0.233 g,0.075 g,0.217 g,0.397 g,79.15 g,0,0,0,0,0,0,0,0,0.52 g,0.140 g,0.161 g,0.138 g,0.00 mg,0,0.54 g,0,0,13.29 g
2725,camarones enlatados,100 g,100,1.4g,0.2g,252mg,870.00 mg,80.9 mg,9.00 mcg,0.00 mcg,0.558 mg,0.141 mg,0.015 mg,0.007 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.74 mcg,0.010 mg,4.1 mg,0.00 IU,1.10 mg,1.10 mg,0.0 mcg,145.00 mg,0.262 mg,2.13 mg,33.00 mg,0.396 mg,195.00 mg,80.00 mg,47.5 mcg,1.96 mg,20.42 g,1.135 g,1.631 g,2.217 g,0.242 g,3.429 g,1.066 g,0.485 g,0,0.974 g,1.681 g,1.813 g,0.557 g,0.946 g,0.671 g,0.866 g,0.824 g,0.186 g,0.810 g,0.935 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,1.36 g,0.188 g,0.108 g,0.684 g,252.00 mg,0.0 g,2.54 g,0.00 mg,0.00 mg,75.85 g
2726,"Maní, con sal, tostado en seco, todo tipo",100 g,587,50g,7.7g,0,410.00 mg,64.6 mg,97.00 mcg,0.00 mcg,14.355 mg,1.011 mg,0.197 mg,0.152 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.466 mg,0.0 mg,0.00 IU,4.93 mg,4.93 mg,0.0 mcg,58.00 mg,0.428 mg,1.58 mg,178.00 mg,1.786 mg,363.00 mg,634.00 mg,9.3 mcg,2.77 mg,24.35 g,0.941 g,2.832 g,2.888 g,0.304 g,4.949 g,1.427 g,0.599 g,0,0.833 g,1.535 g,0.850 g,0.291 g,1.227 g,1.045 g,1.167 g,0.811 g,0.230 g,0.963 g,0.993 g,21.26 g,8.4 g,4.90 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,4.90 g,49.66 g,7.723 g,26.181 g,9.773 g,0.00 mg,0.0 g,2.92 g,0.00 mg,0.00 mg,1.81 g
2733,pavo crudo solo carne oscura,100 g,108,2.5g,0.7g,79mg,124.00 mg,69.6 mg,7.00 mcg,0.00 mcg,5.696 mg,0.935 mg,0.255 mg,0.062 mg,43.00 IU,13.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.05 mcg,0.440 mg,0.0 mg,13.00 IU,0.12 mg,0.12 mg,0.0 mcg,11.00 mg,0.092 mg,1.04 mg,25.00 mg,0.014 mg,176.00 mg,226.00 mg,22.4 mcg,2.59 mg,21.28 g,1.151 g,1.205 g,1.702 g,0.201 g,2.886 g,0.908 g,0.577 g,0,0.610 g,1.475 g,1.756 g,0.556 g,0.686 g,1.150 g,0.843 g,0.773 g,0.227 g,0.632 g,0.680 g,0.15 g,0.0 g,0.10 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.10 g,2.50 g,0.683 g,0.756 g,0.613 g,79.00 mg,0.0 g,1.03 g,0.00 mg,0.00 mg,76.01 g
2739,"Bebida alcohólica, merlot, rojo, mesa, vino",100 g,83,0g,,0,4.00 mg,0,1.00 mcg,0,0.224 mg,0.030 mg,0.031 mg,0.005 mg,0,0,0,0,0,0,0,0.00 mcg,0.057 mg,0.0 mg,0,0,0,0,8.00 mg,0.011 mg,0.46 mg,12.00 mg,0.132 mg,23.00 mg,127.00 mg,0.2 mcg,0.14 mg,0.07 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51 g,0.0 g,0.62 g,0,0,0,0,0,0,0.00 g,0,0,0,0,10.6 g,0.27 g,0,0,86.59 g
2740,"Jamón, regular (aproximadamente 11% grasa), en rodajas",100 g,163,8.6g,2.9g,57mg,1143.00 mg,81.9 mg,7.00 mcg,0.00 mcg,2.904 mg,0.435 mg,0.178 mg,0.626 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.42 mcg,0.329 mg,4.0 mg,29.00 IU,0.08 mg,0.08 mg,0.0 mcg,24.00 mg,0.089 mg,1.02 mg,22.00 mg,0.557 mg,153.00 mg,287.00 mg,20.7 mcg,1.35 mg,16.60 g,0.731 g,0.837 g,1.146 g,0.160 g,1.934 g,0.681 g,0.477 g,0.000 g,0.573 g,0.986 g,1.110 g,0.319 g,0.497 g,0.547 g,0.518 g,0.558 g,0.155 g,0.422 g,0.670 g,3.83 g,1.3 g,0.00 g,0,0,0,0,0,0,8.60 g,2.936 g,4.354 g,0.789 g,57.00 mg,0.0 g,3.70 g,0.00 mg,0.00 mg,67.27 g
2741,"Bebida alcohólica, limonada dura, cerveza de malta",100 g,68,0g,,0,5.00 mg,4.4 mg,4.00 mcg,0.00 mcg,0.225 mg,0.041 mg,0.010 mg,0.006 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,0,0.01 mcg,0.022 mg,2.8 mg,0.00 IU,0.02 mg,0.02 mg,0.0 mcg,4.00 mg,0.008 mg,0.03 mg,4.00 mg,0.006 mg,7.00 mg,27.00 mg,0.3 mcg,0.01 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.07 g,0.0 g,9.77 g,3.91 g,0.00 g,3.55 g,0.00 g,0.10 g,2.11 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,4.0 g,0.13 g,0.00 mg,0.00 mg,85.74 g
2742,"Bebida alcohólica, 80 pruebas, ron, destilado",100 g,231,0g,,0,1.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.008 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.050 mg,0.12 mg,0.00 mg,0.018 mg,5.00 mg,2.00 mg,0.0 mcg,0.07 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,33.4 g,0.01 g,0.00 mg,0.00 mg,66.60 g
2744,"Arroz cocido, grano corto, blanco",100 g,130,0.2g,0.1g,0,0.00 mg,0,2.00 mcg,0.00 mcg,0.400 mg,0.397 mg,0.016 mg,0.020 mg,0,0,0,0,0,0,0,0.00 mcg,0.059 mg,0.0 mg,0.00 IU,0,0,0,1.00 mg,0.072 mg,0.20 mg,8.00 mg,0.357 mg,33.00 mg,26.00 mg,0,0.40 mg,2.36 g,0.137 g,0.197 g,0.222 g,0.048 g,0.460 g,0.108 g,0.056 g,0,0.102 g,0.195 g,0.085 g,0.056 g,0.126 g,0.111 g,0.124 g,0.084 g,0.027 g,0.079 g,0.144 g,28.73 g,0,0,0,0,0,0,0,0,0.19 g,0.051 g,0.058 g,0.050 g,0.00 mg,0,0.20 g,0,0,68.53 g
2749,"Pollo, crudo, solo carne, carne oscura, tostado",100 g,113,3.6g,0.9g,72mg,95.00 mg,0,9.00 mcg,0.00 mcg,5.878 mg,1.183 mg,0.173 mg,0.072 mg,60.00 IU,18.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.34 mcg,0.320 mg,0.0 mg,0,0.21 mg,0.21 mg,2.4 mcg,9.00 mg,0.059 mg,1.15 mg,21.00 mg,0.020 mg,178.00 mg,227.00 mg,13.5 mcg,1.65 mg,18.74 g,1.022 g,1.130 g,1.670 g,0.240 g,2.806 g,0.920 g,0.582 g,0,0.989 g,1.406 g,1.592 g,0.519 g,0.744 g,0.770 g,0.645 g,0.791 g,0.219 g,0.633 g,0.929 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.61 g,0.930 g,1.120 g,0.900 g,72.00 mg,0.0 g,1.04 g,0.00 mg,0.00 mg,75.48 g
2750,"Pollo, a fuego lento, cocido, jibros, tostado",100 g,165,5.2g,1.6g,357mg,60.00 mg,0,303.00 mcg,0.00 mcg,4.032 mg,2.512 mg,0.808 mg,0.074 mg,8136.00 IU,2443.00 mcg,0,0,0,0,0,8.45 mcg,0.300 mg,6.5 mg,0,0,0,0,12.00 mg,0.236 mg,6.09 mg,20.00 mg,0.147 mg,213.00 mg,160.00 mg,100.1 mcg,4.63 mg,26.77 g,1.280 g,1.809 g,2.503 g,0.355 g,4.146 g,1.463 g,0.612 g,0,1.333 g,2.102 g,1.945 g,0.674 g,1.195 g,1.368 g,1.172 g,1.217 g,0.295 g,0.870 g,1.393 g,0.86 g,0.0 g,0,0,0,0,0,0,0,5.22 g,1.640 g,1.330 g,1.220 g,357.00 mg,0,0.83 g,0,0,66.32 g
2768,"Pavo, crudo, carne y piel, pierna, todas las clases",100 g,144,6.7g,2.1g,71mg,74.00 mg,0,10.00 mcg,0.00 mcg,2.947 mg,1.090 mg,0.211 mg,0.077 mg,3.00 IU,1.00 mcg,0,0,0,0,0,0.39 mcg,0.340 mg,0.0 mg,0,0,0,0,17.00 mg,0.142 mg,1.72 mg,21.00 mg,0.022 mg,177.00 mg,273.00 mg,26.4 mcg,3.09 mg,19.54 g,1.228 g,1.370 g,1.890 g,0.209 g,3.152 g,1.070 g,0.598 g,0,0.998 g,1.537 g,1.809 g,0.557 g,0.769 g,0.861 g,0.866 g,0.861 g,0.219 g,0.757 g,1.028 g,0.00 g,0.0 g,0,0,0,0,0,0,0,6.72 g,2.060 g,2.060 g,1.830 g,71.00 mg,0,0.89 g,0,0,72.69 g
2771,"Aderezo para ensalada, grasa reducida, aderezo francés",100 g,222,12g,0.8g,0,838.00 mg,4.0 mg,2.00 mcg,0.00 mcg,0.467 mg,0.000 mg,0.052 mg,0.024 mg,541.00 IU,27.00 mcg,0.00 mcg,289.00 mcg,70.00 mcg,124.00 mcg,0,0.00 mcg,0.055 mg,4.8 mg,0.00 IU,1.00 mg,1.00 mg,17.8 mcg,11.00 mg,0.160 mg,0.73 mg,8.00 mg,0.110 mg,16.00 mg,107.00 mg,1.6 mcg,0.20 mg,0.58 g,0.026 g,0.011 g,0.093 g,0.003 g,0.254 g,0.008 g,0.008 g,0,0.010 g,0.015 g,0.017 g,0.002 g,0.016 g,0.011 g,0.015 g,0.014 g,0.003 g,0.007 g,0.010 g,31.22 g,1.5 g,16.86 g,0,0,0,0,0,0,11.52 g,0.842 g,4.518 g,3.852 g,0.00 mg,0.0 g,2.40 g,0.00 mg,0.00 mg,54.28 g
2777,"Berenjena, con sal, drenada, hervida, cocida",100 g,33,0.2g,,0,239.00 mg,9.4 mg,14.00 mcg,0.00 mcg,0.600 mg,0.075 mg,0.020 mg,0.076 mg,37.00 IU,2.00 mcg,0.00 mcg,22.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.086 mg,1.3 mg,0.00 IU,0.41 mg,0.41 mg,2.9 mcg,6.00 mg,0.059 mg,0.25 mg,11.00 mg,0.113 mg,15.00 mg,123.00 mg,0.1 mcg,0.12 mg,0.83 g,0.042 g,0.046 g,0.134 g,0.004 g,0.152 g,0.033 g,0.019 g,0,0.036 g,0.052 g,0.039 g,0.009 g,0.035 g,0.034 g,0.034 g,0.030 g,0.008 g,0.022 g,0.043 g,8.14 g,2.5 g,3.20 g,0,0,0,0,0,0,0.23 g,0.044 g,0.020 g,0.093 g,0.00 mg,0,1.13 g,0,0,89.67 g
2778, chips de tortilla,100 g,503,23g,2.5g,0,15.00 mg,18.1 mg,10.00 mcg,0.00 mcg,1.262 mg,1.185 mg,0.100 mg,0.015 mg,82.00 IU,4.00 mcg,24.00 mcg,37.00 mcg,0.00 mcg,507.00 mcg,0,0.36 mcg,0.213 mg,0.0 mg,0.00 IU,3.53 mg,3.53 mg,0.7 mcg,174.00 mg,0.523 mg,2.32 mg,146.00 mg,0,200.00 mg,215.00 mg,6.7 mcg,2.46 mg,7.79 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.32 g,5.3 g,1.00 g,0.07 g,0.00 g,0.07 g,0.00 g,0.00 g,0.85 g,23.36 g,2.458 g,9.520 g,9.956 g,0.00 mg,0.0 g,1.44 g,0.00 mg,0.00 mg,2.09 g
2783,"Bebidas, polvo, sin azúcar agregado, mezcla de cacao",100 g,377,3g,1.8g,0,876.00 mg,115.3 mg,14.00 mcg,0.00 mcg,1.084 mg,3.826 mg,1.400 mg,0.267 mg,15.00 IU,4.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,9.00 mcg,0,1.18 mcg,0.318 mg,0.0 mg,0.00 IU,0.04 mg,0.04 mg,0.7 mcg,576.00 mg,0.730 mg,4.96 mg,208.00 mg,0.665 mg,893.00 mg,2702.00 mg,16.9 mcg,3.44 mg,15.49 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.93 g,7.5 g,37.65 g,0,0,0,0,0,0,3.00 g,1.777 g,0.979 g,0.088 g,0.00 mg,0.0 g,6.18 g,19.00 mg,658.00 mg,3.40 g
2784,"Pescado, calor seco, cocción, especies mixtas, trucha",100 g,190,8.5g,1.5g,74mg,67.00 mg,0,15.00 mcg,0.00 mcg,5.769 mg,2.238 mg,0.423 mg,0.426 mg,63.00 IU,19.00 mcg,0,0,0,0,0,7.49 mcg,0.231 mg,0.5 mg,0,0,0,0,55.00 mg,0.241 mg,1.92 mg,28.00 mg,1.091 mg,314.00 mg,463.00 mg,16.2 mcg,0.85 mg,26.63 g,1.610 g,1.593 g,2.727 g,0.285 g,3.975 g,1.278 g,0.784 g,0,1.227 g,2.164 g,2.446 g,0.788 g,1.040 g,0.942 g,1.086 g,1.167 g,0.298 g,0.899 g,1.372 g,0.00 g,0.0 g,0,0,0,0,0,0,0,8.47 g,1.474 g,4.172 g,1.922 g,74.00 mg,0,1.50 g,0,0,63.36 g
2793,"Pavo, crudo, solo carne",100 g,113,2.5g,,79mg,124.00 mg,0,0,0.00 mcg,5.696 mg,0.935 mg,0.255 mg,0.062 mg,43.00 IU,13.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.05 mcg,0.440 mg,0.0 mg,13.00 IU,0.12 mg,0.12 mg,0.0 mcg,11.00 mg,0.092 mg,1.04 mg,25.00 mg,0.014 mg,176.00 mg,226.00 mg,22.4 mcg,2.59 mg,21.28 g,1.151 g,1.205 g,1.702 g,0.201 g,2.886 g,0.908 g,0.577 g,0,0.610 g,1.475 g,1.756 g,0.556 g,0.686 g,1.150 g,0.843 g,0.773 g,0.227 g,0.632 g,0.680 g,0.15 g,0.0 g,0.10 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.10 g,2.50 g,0,0,0,79.00 mg,0.0 g,1.03 g,0.00 mg,0.00 mg,76.01 g
2795,"Campbell's, jugo de vegetales Spicy Hot Hot, V8",100 g,21,0g,,0,198.00 mg,0,0,0,0,0,0,0,514.00 IU,0,0,0,0,0,0,0,0,29.6 mg,0,0,0,0,16.00 mg,0,0.44 mg,0,0,0,267.00 mg,0,0,0.82 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12 g,0.8 g,3.29 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0,1.06 g,0,0,94.00 g
2796,"Kellogg's, Cheddar, chips de galletas, K especial K",100 g,382,9.4g,2.4g,3mg,750.00 mg,0,36.00 mcg,0,4.100 mg,0,0.080 mg,0.570 mg,431.00 IU,129.00 mcg,0,0,0,0,0,0.00 mcg,0.360 mg,0,0.00 IU,0.00 mg,0.00 mg,0,81.00 mg,0,1.80 mg,52.00 mg,0,120.00 mg,569.00 mg,0,0.40 mg,6.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.70 g,9.2 g,4.30 g,0,0,0,0,0,0,9.40 g,2.400 g,1.800 g,4.100 g,3.00 mg,0,0,0,0,2.80 g
2799,Horchata,100 g,54,0.7g,,0,14.00 mg,0,0,0,0.047 mg,0.000 mg,0.000 mg,0.000 mg,0,0,0,0,0,0,0,0,0.017 mg,0,0,0.24 mg,0.24 mg,0.0 mcg,18.00 mg,0.002 mg,0.01 mg,3.00 mg,0.010 mg,15.00 mg,34.00 mg,0.4 mcg,0.06 mg,0.48 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52 g,0.0 g,9.36 g,1.55 g,0.00 g,1.64 g,0.00 g,0.00 g,6.17 g,0.71 g,0,0,0,0,0,0.19 g,0,0,87.10 g
2800,"Mezcla de arroz, sin preparación, mezcla seca, sabor a queso",100 g,362,3.5g,1.8g,9mg,1193.00 mg,67.9 mg,175.00 mcg,92.00 mcg,5.263 mg,0,0.671 mg,0.263 mg,25.00 IU,6.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,72.00 mcg,0,0.56 mcg,0.397 mg,2.1 mg,0.00 IU,0.50 mg,0.50 mg,20.5 mcg,140.00 mg,0.189 mg,4.74 mg,88.00 mg,0,369.00 mg,351.00 mg,24.8 mcg,1.45 mg,8.77 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.88 g,1.8 g,5.26 g,0,0,0,0,0,0,3.51 g,1.754 g,0.750 g,0.667 g,9.00 mg,0.0 g,5.10 g,0.00 mg,0.00 mg,8.74 g
2801,"Kraft, estufa Top Relleno Mezclar sabor a pollo",100 g,381,4.1g,0.8g,4mg,1532.00 mg,0,80.00 mcg,0,3.840 mg,0,0.290 mg,0.390 mg,107.00 IU,0,0,0,0,0,0,0,0,3.3 mg,0,0,0,0,63.00 mg,0,4.32 mg,0,0,129.00 mg,267.00 mg,0,0,12.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.10 g,2.5 g,10.10 g,0,0,0,0,0,0,4.10 g,0.800 g,0,0,4.00 mg,0,4.80 g,0,0,5.30 g
2805,barras de granola,100 g,448,18g,9.6g,0,282.00 mg,0,21.00 mcg,0.00 mcg,1.101 mg,0.480 mg,0.163 mg,0.231 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.18 mcg,0.103 mg,0.0 mg,0,0,0,0,101.00 mg,0.280 mg,2.44 mg,72.00 mg,1.260 mg,220.00 mg,362.00 mg,15.7 mcg,1.30 mg,7.60 g,0.385 g,0.586 g,0.650 g,0.173 g,1.646 g,0.381 g,0.183 g,0,0.305 g,0.565 g,0.301 g,0.141 g,0.394 g,0.414 g,0.335 g,0.257 g,0.108 g,0.255 g,0.411 g,66.40 g,4.2 g,0,0,0,0,0,0,0,17.80 g,9.570 g,2.840 g,3.210 g,0.00 mg,0,1.80 g,0,0,6.40 g
2806,"Bebida alcohólica, Budweiser, regular, cerveza",100 g,41,0g,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97 g,0.0 g,0,0.00 g,0,0.00 g,0,0.00 g,0,0.00 g,0,0,0,0.00 mg,3.9 g,0.11 g,0,0,92.77 g
2812,"Agentes de levadura, seco activo, panadería, levadura",100 g,325,7.6g,1g,0,51.00 mg,32.0 mg,2340.00 mcg,0.00 mcg,40.200 mg,13.500 mg,4.000 mg,10.990 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.07 mcg,1.500 mg,0.3 mg,0.00 IU,0.00 mg,0.00 mg,0.4 mcg,30.00 mg,0.436 mg,2.17 mg,54.00 mg,0.312 mg,637.00 mg,955.00 mg,7.9 mcg,7.94 mg,40.44 g,2.320 g,2.030 g,4.150 g,0.500 g,6.470 g,1.930 g,0.910 g,0,1.890 g,2.920 g,3.280 g,0.590 g,1.750 g,1.650 g,1.980 g,1.990 g,0.540 g,1.130 g,2.310 g,41.22 g,26.9 g,0.00 g,0,0,0,0,0,0,7.61 g,1.001 g,4.309 g,0.017 g,0.00 mg,0.0 g,5.65 g,0.00 mg,0.00 mg,5.08 g
2817,"Bebida alcohólica, 90 pruebas, ginebra, destilada",100 g,263,0g,,0,2.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.004 mg,0.00 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,37.9 g,0.00 g,0.00 mg,0.00 mg,62.10 g
