,nombre_del_platillo,ingredientes,kcal,carbohydrate,protein,total_fat,sugars,fiber
614,pan de plátano con moras,"2 tazas de harina para todo uso, 1 cucharadita de bicarbonato de sodio, ½ cucharadita de sal, 1 taza de azúcar blanca, ½ taza de mantequilla, suavizado, 2 huevos grandes, 2 cucharaditas de extracto de vainilla, 2 plátanos maduros, puré, 1 taza de arándanos frescos",199,31,3,7,16,1
615,Casi sin pan de plátano gordo,"  Spray de cocción, 1 ½ tazas de harina para todo uso, ¾ taza de azúcar blanca, 1 ¼ cucharadita de polvo de hornear, ½ cucharadita de bicarbonato de sodio, ½ cucharadita de canela molida, 1 taza de plátano, puré, ¼ de taza de manzana",128,30,2,0,15,1
616,Pastel de chispas de chocolate de plátano,"1 ½ tazas de harina para todo uso, ? taza de azúcar blanca, 1 ½ cucharaditas de polvo de hornear, ¼ cucharadita de sal, 1 taza de plátanos, ½ taza de mantequilla sin sal, derretida, ¼ de taza de leche, 1 huevo grande, ¾ taza de chips de chocolate semidulce",130,17,2,6,10,1
617,Muffins de desayuno abundante,"2 zanahorias, trituradas, 2 plátanos, puré, 1 calabacín, rallado, ¼ de taza de aceite vegetal, ¼ de taza de yogurt, 2 huevos, 1 taza de harina de trigo integral, 1 ½ cucharaditas de sodio bicarbonato de bicarbonato, ½ taza de azúcar marrón empacada, ½ taza de rollitos enrollados, Oats, roll ½ taza de coco rallado, ½ taza de nueces picadas, ½ taza de cerezas secas, 1 cucharadita de canela molida, 1 cucharadita de sal, ½ cucharadita de jengibre molido",238,32,5,10,17,4
618,Bob's relleno pimientos de plátano,"8 pimientos de plátano, 2 cucharadas de mantequilla, ½ taza de cebolla picada, ½ taza de apio picado, 1 (28 onzas) Tomates triturados, 1 (8 onzas) de salsa de tomate, 2 clavos ajo, picado, 2 ½ teaspoes sal, divididos, 1 cucharadita de albahaca seca, 1 cucharadita de orégano seco, ½ cucharadita de pimienta negra molida, dividida, ½ taza de queso parmesano rallado, 1 huevo grande, 1 cucharadita de salsa Worcestershire, 1 libra de salchicha italiana en caliente, 1 libra de salchicha italiana suave, 1 ½ tazas de pan Crumbas Crumbas Crumbas Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas de pan Crumbas.",603,29,25,43,4,5
619,Receta de niños fácil para galletas de plátano esponjosos,"2 plátanos maduros, puré, o más al gusto, 1 ½ tazas de harina para todo uso, ½ taza de azúcar blanca o más al sabor, ¼ de taza de mantequilla, derretido, ¼ de taza de nueces picadas (opcionales), 1 huevo, 1 cucharadita de soda de soda , ¼ cucharadita de sal, 1 cucharada de azúcar blanca",170,26,3,6,12,1
620,Smoothie de plátano de mango fácil,"2 mangos: pelados, sembrados y cortados, 2 plátanos, 2 tazas de yogurt de vainilla, 2 tazas de leche",138,24,6,2,21,1
621,Batido de proteína de plátano de fresa,"1 ¼ tazas de fresas frescas en rodajas, 1 plátano, 10 almendras enteras, 2 cucharadas de agua, 1 taza de cubitos de hielo, 3 cucharadas de proteína con sabor a chocolate en polvo",368,53,21,8,25,10
622,Chips de plátano al horno,"2 plátanos justo maduras, cortadas en rondas de 1/10 pulgadas de grosor, o más según sea necesario, 1 cucharadita de jugo de limón, o al gusto",112,27,1,0,15,3
623,Papilla,"2 ½ tazas de agua, 1 taza de avena enrollada, 1 cucharada de azúcar blanca, 1 cucharadita de sal, 2 plátanos, en rodajas, 1 canela molida, ½ taza de leche fría (opcional)",162,32,4,2,12,4
624,Pan de plátano de azúcar morena,"4 plátanos maduros, cortados en trozos, 1 ¼ tazas de azúcar morena clara, ½ taza de mantequilla, suavizado, 1 huevo, 1 cucharadita de canela, 1 cucharadita de extracto de vainilla, ¼ de taza de leche entera, 2 tazas de harina todo uso, ½ cucharadita de soda, bicarbonato de soda, 1 cucharadita de polvo de hornear, ½ cucharadita de sal kosher",425,72,5,13,41,3
625,Pastel Ruiseñor,"3 tazas de harina para todo uso, 2 tazas de azúcar blanca, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de sal, 2 tazas puré de plátanos, 1 ½ tazas de aceite de canola, 1 taza de nueces negras picadas, 1 (8 onzas) Pieta triturada, drenado, 3 taza huevos grandes",732,86,7,40,62,2
626,Limpias de las galletas de avena de plátano,"2 plátanos, puré, ¼ de taza de leche, 1 huevo grande, batido, 1 cucharadita de miel, ½ cucharadita de extracto de vainilla, 1 taza de avena enrollada, o según sea necesario, 1 cucharadita de canela molida, ½ cucharadita de hornear en polvo, ? ? ? ? sales de costura",57,10,2,1,3,1
627,Batido de plátano rápido (libre de helados),"3 cubitos de hielo, 1 taza de leche, 1 plátano, 1 cucharada de azúcar blanca o al gusto, 1 canela de pizca de tierra",151,26,5,3,19,2
628,Muffins de salvado de plátano,"½ taza de mantequilla, ablandado, ½ taza de azúcar morena, 3 plátanos, puré, 2 huevos grandes, ¼ de taza de leche, 1 cucharadita de extracto de vainilla, 1 ½ tazas de harina de uso múltiple, ½ taza de salvado de trigo, 1 cucharadita de hornear en polvo de horno refresco, ¼ cucharadita de sal, ½ taza de nueces picadas",244,30,4,12,13,3
629,Batido de plátano de naranja de fresa,"1 taza de fresas frescas, ¾ taza de jugo de naranja, 1 plátano maduro, 1 taza de cubitos de hielo o según sea necesario",257,58,4,1,38,7
630,Pan de plátano,"1 taza de azúcar blanca, ½ taza de mantequilla, 2 huevos grandes, 3 plátanos maduros, puré, 2 tazas de harina para todo uso, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de hornear en polvo, ½ cucharadita de sal, ½ taza de nueces picadas",284,40,4,12,21,2
631,Budín de plátano al horno de estilo sur,4 huevos grandes,414,64,8,14,25,2
632,Batido de chocolate saludable,"2 plátanos muy maduros, 1 taza de leche, 6 cubitos de hielo, 1 ½ cucharadas de cacao sin azúcar en polvo, 1 cucharada de mantequilla de maní, 1 cucharadita de extracto de vainilla",243,37,8,7,21,5
633,Pan de plátano simple,"  Spray de cocción, 2 tazas de harina para todo uso, 1 cucharadita de polvo de hornear, ½ cucharadita de sal, 4 plátanos maduros, puré, 2 huevos grandes, ? taza de azúcar blanca, ½ taza de nueces picadas",241,44,5,5,19,2
634,Avena de chía durante la noche,"1 taza de almendras Almondmilk de vainilla, ½ taza de avena enrollada, ½ plátano mediano, puré, 1 cucharada de semillas de chía",357,60,9,9,21,10
635,Brownies de plátano fáciles,"½ taza de mantequilla sin sal, ? Copa de chips de chocolate semidulce, 1 huevo grande, ? taza de azúcar morena claro, 1 plátano maduro, puré, ½ cucharadita de extracto de vainilla, ¼ cucharadita de sal, ¾ taza de harina de uso múltiple",152,19,1,8,14,1
636,Pastel de pan de plátano fácil,"1 ½ tazas de harina para todo uso, 1 taza de azúcar blanca, ¼ de taza de mantequilla, ablandado, 1 cucharadita de extracto de vainilla, 1 cucharadita de bicarbonato de sodio, ½ cucharadita de hornear en polvo, 1 huevo, 3 plátanos muy maduros",291,53,4,7,31,2
637,Pan de plátano de queso crema,Spray para cocinar,392,48,5,20,30,1
638,Mermelada de kiwi,"24 kiwis, pelados y puré, ¾ taza de jugo de piña, ¼ de taza de jugo de limón fresco, 3 manzanas, sin pelear y a la mitad, 4 tazas de azúcar blanca",120,29,1,0,26,2
639,Kiwi Banana Apple Smoothie,"1 manzana, más o menos picado, 1 plátano, dividido en trozos, 2 kiwifruit, pelados, 1 ¼ tazas de leche, ¼ taza de hielo, o como se desea, 2 cucharaditas de semillas de chía, 1 cucharadita de maca polvo",253,44,8,5,28,7
640,Pizza de fruta de Philadelphia®,"1 (16.5 onzas) Paquete de galletas de azúcar cortes refrigeradas, en rodajas, 1 (8 onzas) Paquete de queso crema de Filadelfia, ablandado, ¼ de taza de azúcar, ½ cucharadita de vainilla, 4 tazas de fruta cortada (kiwi, fresas, arándanos, mandarina enlatada drenada naranjas), ¼ de taza de conservas de albaricoque, presionada a través del tamiz para eliminar bultos, 1 cucharada de agua",291,36,3,15,17,1
641,Pizza de fruta aún mejor,"  Spray de cocción con sabor a mantequilla, 2 tazas de harina para todo uso, ½ taza de azúcar de confitores, 1 taza de mantequilla fría, 1 (8 onzas) de queso crema de paquete, suavizado, ? taza de azúcar blanca, 1 cucharadita de extracto de almendras, 2 tazas de fresas frescas en rodajas , 1 taza de arándanos frescos, 1 kiwi, pelado y en rodajas, 1 taza de jugo de piña sin azúcar, ½ taza de azúcar blanca, 2 cucharadas de maíz, 1 cucharadita de jugo de limón",297,33,3,17,18,1
642,Tarta de fruta fresca con mascarpone,"2 tazas de harina para todo uso, 1 taza de mantequilla, suavizado, ½ taza de azúcar blanca",395,43,4,23,28,2
643,Tacos de cerdo poblano y molido,"1 cebolla roja, a la mitad y en rodajas finas, 1 tomate romaní, sembrado y finamente picado, 1 kiwi maduro, cortado en cubitos, 1 lima, crema agria, dividida, 2 cucharadas picadas cilantro, dividido, sal y pimienta negra molida al gusto, 4 cucharadas de cucharadas , aceite de oliva, 1 pimienta poblano: núcleo, sembrada y finamente picada, 10 onzas de cerdo molido, 1 cucharada de condimento mexicano, 2 cucharadas de caldo de pollo, 1 cucharada de pasta de tomate, 6 tortillas de harina",393,45,15,17,5,4
644,"Ensalada de fresa, kiwi y espinacas","2 cucharadas de vinagre de frambuesa, 2 ½ cucharadas de mermelada de frambuesa, ? taza de aceite vegetal, 8 tazas de espinacas, enjuagadas y desgarradas en trozos de tamaño de bocado, ½ taza de nueces picadas, 8 fresas, acuarteladas, 2 kiwis, peladas y cortadas en rodajas",174,10,2,14,7,2
645,Supreme Green Smoothie,"2 tazas de almendras Breeze Sugerencia de almendras de miel, 1 taza de uvas verdes, 2 tazas de col rizada de bebé, 1 gran kiwi, pelado y picado, 1 (10 onzas) paquete de piña congelada",219,45,3,3,0,3
646,Furutsu Sando (sándwiches de frutas),"½ taza de crema batida pesada, 1 cucharada de azúcar en polvo, ½ cucharadita de extracto de vainilla, 4 rodajas de pan de leche japonesa, costras, ½ taza de fresas en rodajas, ½ taza de kiwi en rodajas peladas, ½ taza de mandarín segmentos de color naranja, ½ taza de semillas con semillas.",456,53,7,24,24,4
647,Pops de hielo kiwi tropical,"1 (14 onzas) Leche de coco, 3 cucharadas de azúcar blanca, 1 (8 onzas) CAN Piña triturada, 1 plátano, picado, 1 taza de fruta de kiwi picado",226,23,2,14,17,2
648,Costillas de cerdo kiwi-lima,"2 kiwis, pelados y en rodajas, ½ taza de azúcar blanco, 2 cucharadas de vinagre de sidra, 2 cucharadas de jugo de lima, 2 cucharadas de sal, 2 cucharadas de chile en polvo, 2 cucharadas de maicena, 1 ajo de clavo, mínimo, 1 (3 libras) paquete de estilo country country costillas de cerdo",499,25,30,31,19,2
649,Bebida de salud del Caribe,"1 taza de zanahoria picada, 1 plátano, 1 kiwi, pelado, 1 manzana - pelado, núcleo y rodajas, 1 taza de piña picada, 1 taza de hielo cubitos",197,45,2,1,29,7
650,Salsa de fruta picante,"5  kiwis, peeled and diced, 1 quart strawberries, finely chopped, 1 pint fresh blackberries, chopped, 4  Granny Smith apples - peeled, cored and coarsely shredded, 2 tablespoons any flavor fruit jelly, ¾ cup brown sugar, 1 tablespoon cayenne pepper, 3 cucharadas de salsa picante de habanero, 1 (7 onzas) puede salsa verde, ? taza de jugo de lima",13,0,1,1,27,4
651,Pavlova Deluxe,"6 claras de huevo, ? Camina de cucharadita de tártaro, 1 taza de azúcar blanca, 1 cucharada de maicena, 2 cucharaditas de vinagre blanco destilado, 1 ¼ tazas de crema espesa, refrigerada, 1 cucharadita de extracto de vainilla, 2 cucharaditas de azúcar de confiteros, 4 frutas de pasión",262,30,4,14,27,1
652,Sangría blanca con kiwi,"1 (750 mililitros) Botella Chardonnay Vine, 1 litro de refresco del club, 3 cucharadas de licor con sabor a naranja (como Cointreau®), 2 cucharadas de azúcar blanca, 1 taza de uvas verdes sin semillas, 2 kiwis, pelados y en rodajas, 1 pera grande, finamente. en rodajas, cubitos de hielo, 8 ramitas menta",80,19,1,0,14,2
653,Tartets kiwi de fresa,"1  egg, 2 teaspoons water, 12  frozen puff pastry shells, thawed, ? cup strawberry preserves, 2 pints fresh strawberries, sliced, 4  kiwis, peeled and seeded, 2 tablespoons honey, ½ cup heavy cream, 2 teaspoons confectioners' sugar",309,34,5,17,16,3
654,Salsa de mango de Lawanna en filetes de tilapia,"½ piña fresca: pelada, con núcleo y picada, ½ libra de fresas, acuartelas, 3 kiwifruit, peladas y picadas, 1 mango grande - pelado, sembrado y cubierto, ½ taza de tomates de uva, 2 cucharadas de cilantro fresco fresco, 1 cucharada de vinagre vinagar , 1 ½ libras de filetes de tilapia, ½ cucharadita de mezcla de pimienta sazonada",315,35,37,3,26,5
655,Un pavlova de la reina del drama,"6 claras de huevo, 1 sal de pizca, 1 ½ cucharaditas de vinagre, 2 tazas de azúcar de ricino o azúcar superfino, 1 ½ cucharaditas de extracto de vainilla, ½ taza de coco en escamas sin azúcar (opcional), 2 tazas de crema azotada, 1 taza de fresas frescas, cortadas, cortadas, 2 por rodajas, 2 en rodajas, 2 por rodajas, 2 por rodajas, 2 por rodajas, 2 por rodajas, 2 por rodajas, 2 por rodajas, 2 por rodaja, 2 por rodaja, 2 por rodaja, 2 en rodriceos, en rodeos, en rodaja, 2 de rodar KiwiFruit, pelado, a la mitad a lo largo y en rodajas, 1 durazno fresco - pelado, picado y en rodajas, ½ taza de arándanos frescos",217,40,3,5,37,1
656,Sándwich cremoso de kiwi,"1 (8 onzas) Paquete Neufchatel Cheese, 2 cucharaditas de ralladura de limón, finamente picada, 2 cucharadas de miel, o al gusto, 1 taza de fruta de kiwi picada, 16 rodajas de pan de trigo integral",249,32,10,9,10,5
657,Char Siu (carne de cerdo de barbacoa china),"2 cucharadas de miel, 2 cucharadas de vino de cocción Shaoxing, 1 cucharada de salsa de hoisin, 1 cucharada de puré purado, 1 cucharada de salsa china de soja oscura, 1 cucharada de salsa de chile tailandés, 2 clavos ajo, rallado, 2 teaspoons saluce de ostras, ½ teaspoon chino de cinco espiga chino de cinco espalores Polvo, 1 ½ libras de panceta de cerdo, piel eliminada",352,13,21,24,10,0
658,Slush Strawberry-Kiwi,"2 tazas de hielo triturado, ¾ pinta fresas frescas, cascos, ¾ taza de jugo de uva (como Welch's®), 1 fruta kiwi grande, pelada, ¼ taza de agua, ¼ de taza de jugo de limón",105,23,1,1,17,3
659,Ensalada de pretzel de limón con mango y kiwi,"2 tazas de pretzels triturados, ¾ taza de mantequilla, derretida, 3 cucharadas de azúcar morena",435,52,5,23,39,1
660,Salsa de fresa simple,"1 cucharada de jugo de limón, 1 ½ cucharaditas de azúcar blanca, 1 taza de fresas finamente picadas, 1 (8 onzas) puede una piña triturada sin azúcar, drenado, 3 kiwis, pelado y finamente picado, 1 naranja naval, pelado y cortado en pedazos pequeños",48,11,1,0,8,2
661,Col rizada con kiwi,"2 cucharaditas de aceite de coco, 2 dientes de ajo, picado, 1 cucharadita de jengibre fresco picado, ¼ cucharadita de sal marina, ½ cucharadita , lavado y en rodajas delgadas, 2 cucharadas blanqueadas almendras astilladas",258,33,9,10,7,7
662,Batido de frutas locas,"1 ½ tazas de hielo triturado, 1 plátano, picado, 1 kiwi, pelado y picado, ½ taza de fresas picadas, ½ taza de piña picada, ¼ de taza de crema de coco, 1 cucharada de coco para guarnición",258,57,3,2,35,8
663,Más saludable absolutamente las mejores galletas con chispas de chocolate,"½ taza de mantequilla, 1 kiwi, puré, ½ taza de azúcar morena, ½ taza de azúcar blanca, 2 huevos, 2 cucharaditas de extracto de vainilla mexicano, 2 ¼ tazas de harina para todo uso, 1 cucharadita de bicarbonato de sodio, 1 taza de cereal de avena tostado (como Cheerios como ®), rompiendo, 2 tazas de chips de chocolate con leche",205,28,3,9,17,1
664,Fruta pizza trifles para ir,"4 (8 onzas) Paquetes de queso crema reducido, ablandado, 2 tazas de azúcar morena, 4 cucharaditas de extracto de vainilla, fresas frescas de 1 libra, picadas en grosor, 1 piña fresca - pelado, con núcleo y picado, 1 libra de uvas sin semillas, medidas a mano, 1 Pint Araberries, 25 tazas transparentes, plástico (10 onzas), 12 galletas de azúcar, trituradas, 2 kiwis, peladas y rodajas",228,34,5,8,23,2
665,Dulce salsa y chips de canela,"10 fresas congeladas, 2 kiwi, peladas y picadas, ½ mango mediano - pelado y cortado en cubitos, 1 ½ plátanos, peladas y cortadas en picada, 3 (12 pulgadas) tortillas de harina, spray de cocción de canola, 1 taza de azúcar de canela",458,94,7,6,12,5
666,Parfait tropical agrio,"1 (5.3 onzas) Contenedor de yogurt griego de vainilla baja en grasa, ½ taza de kiwi picado, 2 cucharadas de nueces de macadamia picadas, 1 cucharadita de néctar de agave, 1 cucharadita de menta fresca picada",325,37,15,13,28,4
667,Tilapia a la parrilla con salsa de mango,"? Copa de aceite de oliva virgen extra, 1 cucharada de jugo de limón, 1 cucharada de perejil fresco picado, 1 ajo de clavo, picado, 1 cucharadita de albahaca seca, 1 cucharadita de pimienta negra molida, ½ cucharadita de sal, 2 (6 onzas) Filetes de tilapia",636,33,36,40,25,4
668,Ensalada de mango Jicama con cilantro y lima,"1 Jicama grande, pelado y cortado en fósforos, 1 pimiento rojo pequeño, cortado en fósforos, 1 mango firme grande, pelado y cortado en fósforos, ½ cebolla roja, cortado en fósforos",136,32,2,0,18,9
669,Mermelada de mango,"2 libras mangos maduros, 1 ½ tazas de azúcar blanco, ¾ taza de agua, 3 hilos de azafrán (opcionales)",76,19,0,0,18,1
670,Alitas de pollo de mango-hábana,"30 secciones de ala de pollo, 1 (12 onzas) pueden mango néctar, ¼ de taza de azúcar morena, 6 pimientos habanero, tallo, 2 cucharadas de salsa de soja, 1 cucharada de salsa de chile caliente sriracha, 1 cucharada de vid de arroz, 1 mantequilla de palo, 3 clavos ajo, ajo, ajo, Minda, 2 cucharadas de miel, 1 taza de maicena, 2 tazas de aceite vegetal para freír",453,29,19,29,14,1
